言語,Page,番号,単語,翻訳
カンボジア語,39,19,ディーゼルエンジン,ម៉ា សុីនគត្របើម៉ា សូ រ
カンボジア語,39,20,エンジンオイル,គត្របងម៉ា សុីន
カンボジア語,39,21,オルタネータ （充電発電機）,ម៉ា សុីនស្កកថ្ម
カンボジア語,39,22,バッテリ,អាេុយ
カンボジア語,39,23,燃料,គត្របងឥណឌន:
カンボジア語,39,24,軽油,គត្របងត្រស្កល(ម៉ា សូ រ)
カンボジア語,39,25,ブレーキ,ត្រ្វ ំង
カンボジア語,40,1,油圧シリンダ,ស ៊ីឡាំងអ ៊ីដ្រលូ ិក
カンボジア語,40,2,油圧モータ,ម៉ូ ទ័រអ ៊ីដ្រលូ ិក
カンボジア語,40,3,油圧ポンプ,សនប់ប៉ូមអ ៊ីដ្រលូ ិក
カンボジア語,40,4,水漏れ,លលចធ្លា យទឹក
カンボジア語,40,5,油漏れ,លលចធ្លា យលដ្បង
カンボジア語,40,6,冷却水,ទឹកដាក់ឱ្យដ្រជាក់ (ម ស ៊ីន)
カンボジア語,40,7,ブレーキ液,លដ្បងដ្្រ ាំង
カンボジア語,40,8,燃料タンク,ធ ងឥនធនៈ
カンボジア語,40,9,ファンベルト,ខ្សែពានកង្ហា រ
カンボジア語,40,10,空気圧,សមា ធសយល់
カンボジア語,40,11,クラッチ,អាំដ្ាយ
カンボジア語,40,12,急発進,ចាប់ល្តើមលលឿន
カンボジア語,40,13,急ブレーキ,ចាប់ដ្្រ ាំងបន្ទា ន់
カンボジア語,41,14,アイドリング,បល្ឆេះលចាល
カンボジア語,41,15,走行,លបើកបរ
カンボジア語,41,16,旋回,បរ់
カンボジア語,41,17,安全ロック,លោស វរថិភាេ
カンボジア語,41,18,安全支柱,សសរស វរថិភាេ
カンボジア語,41,19,補給（する）,(ោរ)បខ្នថម
カンボジア語,41,20,駐車（する）,(ោរ)ចររថយនត
カンボジア語,41,21,歩行者,អនកលថមើរល ើង
カンボジア語,41,22,車両,រថយនត
カンボジア語,41,23,死角,ដ្ ងុ លមើលមិនល ើញ
カンボジア語,41,24,斜面,ដ្មល
カンボジア語,41,25,転圧（する）,(ោរ)រលមៀល
カンボジア語,42,1,接触（する）,(ការ)ប ៉ះទង្គិច
カンボジア語,42,2,作動（する）,(ការ)ដំដ ើរការ
カンボジア語,42,3,整備（する）,(ការ)ដរៀបចំ ថែសំរលួ
カンボジア語,42,4,点検（する）,(ការ)ត្រួរពិនិរយ
カンボジア語,42,5,動かす,បត រូកថនែង្
カンボジア語,42,6,運転（する）,(ការ)ដបើកបរ
カンボジア語,42,7,測る,វាស់
カンボジア語,42,8,操作（する）,(ការ)ត្បរិបរតិការ
カンボジア語,42,9,停止（する）,(ការ)ឈប់
カンボジア語,42,10,切る,ការ់ ឬ ​ ពនែរ់
カンボジア語,42,11,回す,បង្វិល
カンボジア語,42,12,押す,រ ញ
カンボジア語,42,13,集める,ត្បមូល
カンボジア語,42,14,触る,ស្ទា ប
カンボジア語,42,15,縛る,ចង្ជាប់
カンボジア語,42,16,揃える,រត្មមឹ
カンボジア語,42,17,結ぶ,ចង្
カンボジア語,42,18,しゃがむ,អង្គ ុយ(ដចាង្ដោង្)
カンボジア語,42,19,調整（する）,(ការ)ថកសំរលួ
カンボジア語,42,20,閉じる,បិទ
カンボジア語,43,1,取り出す,យកចេញ
カンボジア語,43,2,戻す,ដាក់ចៅវញិ
カンボジア語,43,3,仕上げる,ច្វើចោយច ើយ
カンボジア語,43,4,折れる,បាក់
カンボジア語,43,5,欠ける,ដែប
カンボジア語,43,6,近づく,ចៅជិត
カンボジア語,43,7,電源を入れる,ចបើកថាមពលច្ែើង
カンボジア語,43,8,電源を落とす,បិទថាមពលច្ែើង
カンボジア語,43,9,スイッチを切る,បិទកុងតាក់
カンボジア語,43,10,固定（する）,(ការ)េងភ្ជា ប់
カンボジア語,43,11,ゆるめる,បនធ រូ
カンボジア語,43,12,伸ばす,ពនល តូ
カンボジア語,43,13,外す,ចដាោះ
カンボジア語,43,14,曲げる,ពត់
カンボジア語,43,15,出す,បចចេញ
カンボジア語,43,16,乾かす,សមងតួ
カンボジア語,43,17,数える,រាប់
カンボジア語,43,18,運ぶ,ចលើក
カンボジア語,43,19,積む,លទកុ
カンボジア語,43,20,下ろす,ដាក់េុោះ
カンボジア語,43,21,離れる,ឃ្លែ តចេញ
カンボジア語,44,1,位置,ទីតាំង
カンボジア語,44,2,寸法,ខ្នា ត
カンボジア語,44,3,測定（する）,(ការ)វាស់ វែង
カンボジア語,44,4,計測（する）,(ការ)វាស់
カンボジア語,44,5,計測器,នាឡិកាវាស់សទង់
カンボジア語,44,6,温度,សីតុណ្ហភាព
カンボジア語,44,7,高さ,កាំពស់
カンボジア語,44,8,長さ,ប្រវែង
カンボジア語,44,9,重さ,ទម្ងន់
カンボジア語,44,10,厚さ,កប្ាស
カンボジア語,44,11,硬さ,ភាពរងឹ
カンボジア語,44,12,深さ,ជម្ប្ៅ
カンボジア語,44,13,表面,ផ្ទទខ្នងម្ុខ
カンボジア語,44,14,すきま,ចម្នាល ោះ
カンボジア語,44,15,中心,កណ្តា ល
カンボジア語,45,16,値,តផ្ម្ល
カンボジア語,45,17,安定（する）,(ការាន)ម្សេរភាព
カンボジア語,45,18,大きさ,ទាំហាំ
カンボジア語,45,19,数,ចាំនួន
カンボジア語,45,20,誤差,ភាពខុសគ្នា
カンボジア語,45,21,中,កន ុង
カンボジア語,45,22,反対,ទទយុ
カンボジア語,45,23,周り,ជុាំែញិ
カンボジア語,45,24,尺,ខ្នា ត សាគុ
カンボジア語,45,25,青,ម្ខៀែ
カンボジア語,45,26,赤,ប្កហម្
カンボジア語,45,27,白,ស
カンボジア語,45,28,黄色,ម្លឿង
カンボジア語,46,1,片づける,រ ៀបចំ
カンボジア語,46,2,捨てる,រោល
カンボジア語,46,3,掃く,រោស
カンボジア語,46,4,持ち上げる,រលើករ ើង
カンボジア語,46,5,束ねる,ចងោច់
カンボジア語,46,6,足をくじく,គ្រិចរ ើង
カンボジア語,47,1,一輪車,រេះកង់មួយ
カンボジア語,47,2,支柱,សស េប់
カンボジア語,47,3,ショベル,តប ល
カンボジア語,47,4,かけや,ញញួ រ ើ
