ファイル名,ページ,番号,日本語,翻訳
インドネシア語_pdfplumber_抽出_最終版.csv,27,20.0,コンベックス,Meteran (Convex)
インドネシア語_pdfplumber_抽出_最終版.csv,27,21.0,作業用手袋,Sarung tangan kerja
インドネシア語_pdfplumber_抽出_最終版.csv,27,22.0,差金,Mistar logam
インドネシア語_pdfplumber_抽出_最終版.csv,27,23.0,水平器,Alat sipat datar
インドネシア語_pdfplumber_抽出_最終版.csv,27,24.0,墨さし,Alat pengukur tempat tinta
インドネシア語_pdfplumber_抽出_最終版.csv,27,25.0,墨つぼ,Tempat tinta
インドネシア語_pdfplumber_抽出_最終版.csv,28,1.0,丸セパレーター （丸セパ）,Separator bulat
インドネシア語_pdfplumber_抽出_最終版.csv,28,2.0,天端釘,Bilah yang dipasang pada sudut acuan
インドネシア語_pdfplumber_抽出_最終版.csv,28,3.0,ケレン,Pengerjaan muka
インドネシア語_pdfplumber_抽出_最終版.csv,28,4.0,型枠支保工,Penahan acuan
インドネシア語_pdfplumber_抽出_最終版.csv,28,5.0,基礎型枠 （メタルフォーム）,Acuan fondasi
インドネシア語_pdfplumber_抽出_最終版.csv,28,6.0,釘仕舞い,Marking/Penandaan
インドネシア語_pdfplumber_抽出_最終版.csv,28,7.0,スラブ天端,Puncak plat (Lantai)
インドネシア語_pdfplumber_抽出_最終版.csv,28,8.0,高さ（タッパ）,Tinggi (Tinggi dalam istilah pembangunan)
インドネシア語_pdfplumber_抽出_最終版.csv,28,9.0,建込み,Membangun kerangka
インドネシア語_pdfplumber_抽出_最終版.csv,28,10.0,通り,Cara
インドネシア語_pdfplumber_抽出_最終版.csv,29,11.0,蹴上げ,Tinggi busur
インドネシア語_pdfplumber_抽出_最終版.csv,29,12.0,蹴込み,Undakan
インドネシア語_pdfplumber_抽出_最終版.csv,29,13.0,工具の手入れ,Perawatan alat perkakas
インドネシア語_pdfplumber_抽出_最終版.csv,29,14.0,下げ振り,Pemberat
インドネシア語_pdfplumber_抽出_最終版.csv,29,15.0,地墨,Tinta
インドネシア語_pdfplumber_抽出_最終版.csv,29,16.0,捨てコンクリート,Bagian lantai beton
インドネシア語_pdfplumber_抽出_最終版.csv,29,17.0,はね出し,Trap
インドネシア語_pdfplumber_抽出_最終版.csv,29,18.0,はらみ,Tonjolan
インドネシア語_pdfplumber_抽出_最終版.csv,29,19.0,前面,Muka depan
インドネシア語_pdfplumber_抽出_最終版.csv,30,20.0,養生,Pemantangan beton
インドネシア語_pdfplumber_抽出_最終版.csv,30,21.0,レベル,Permukaan
インドネシア語_pdfplumber_抽出_最終版.csv,30,22.0,割付,Penempatan
インドネシア語_pdfplumber_抽出_最終版.csv,30,23.0,埋め込み金物,Logam benaman
インドネシア語_pdfplumber_抽出_最終版.csv,30,24.0,解体する（バラス）,Membongkar (Mencabut)
インドネシア語_pdfplumber_抽出_最終版.csv,30,25.0,かぶり寸法,Ukuran ketebalan pelapisan
インドネシア語_pdfplumber_抽出_最終版.csv,31,1.0,異形棒鋼,Besi beton berulir
インドネシア語_pdfplumber_抽出_最終版.csv,31,2.0,結束線,Kawat pengikat
インドネシア語_pdfplumber_抽出_最終版.csv,31,3.0,結束工具,Perkakas pengikat
インドネシア語_pdfplumber_抽出_最終版.csv,31,4.0,鉄筋切断機,Mesin pemotong tulangan baja
インドネシア語_pdfplumber_抽出_最終版.csv,31,5.0,鉄筋曲げ加工機,Mesin pembengkok tulangan baja
インドネシア語_pdfplumber_抽出_最終版.csv,31,8.0,アンカー,Angkur
インドネシア語_pdfplumber_抽出_最終版.csv,31,9.0,加工場,Tempat pemrosesan
インドネシア語_pdfplumber_抽出_最終版.csv,31,10.0,スペーサ―,Spacer
インドネシア語_pdfplumber_抽出_最終版.csv,32,11.0,ドーナツ,Donut
インドネシア語_pdfplumber_抽出_最終版.csv,32,12.0,加工配筋図,Gambaran susunan tulangan
インドネシア語_pdfplumber_抽出_最終版.csv,32,13.0,配筋詳細図,Gambar detil susunan tulangan
インドネシア語_pdfplumber_抽出_最終版.csv,32,14.0,開口補強筋,Opening reinforcement (penguatan kerangka beton bagian berlubang)
インドネシア語_pdfplumber_抽出_最終版.csv,32,15.0,幅止め筋,Tulangan penahan lebar
インドネシア語_pdfplumber_抽出_最終版.csv,32,16.0,差筋,Batang sambungan
インドネシア語_pdfplumber_抽出_最終版.csv,32,17.0,柱主筋,Tulangan utama kolom
インドネシア語_pdfplumber_抽出_最終版.csv,32,18.0,柱配筋,Susunan tulangan kolom
インドネシア語_pdfplumber_抽出_最終版.csv,32,19.0,スラブ筋,Penulangan pelat
インドネシア語_pdfplumber_抽出_最終版.csv,32,20.0,ベース筋,Tulangan bagian dasar
インドネシア語_pdfplumber_抽出_最終版.csv,33,21.0,帯筋（フープ）,Simpul tali
インドネシア語_pdfplumber_抽出_最終版.csv,33,22.0,下端筋,Tulangan ujung bawah
インドネシア語_pdfplumber_抽出_最終版.csv,33,23.0,上端筋,Penulangan bagian atas
インドネシア語_pdfplumber_抽出_最終版.csv,33,24.0,主筋,Tulangan utama
インドネシア語_pdfplumber_抽出_最終版.csv,33,25.0,あばら筋,Sengkang
インドネシア語_pdfplumber_抽出_最終版.csv,34,1.0,はかま筋,Tulangan penguat pondasi
インドネシア語_pdfplumber_抽出_最終版.csv,34,2.0,縦筋,Tulangan vertikal
インドネシア語_pdfplumber_抽出_最終版.csv,34,3.0,下筋,Tulangan bawah
インドネシア語_pdfplumber_抽出_最終版.csv,34,4.0,横筋,Tulangan horizontal
インドネシア語_pdfplumber_抽出_最終版.csv,34,5.0,腹筋,Tulangan penguat sengkang
インドネシア語_pdfplumber_抽出_最終版.csv,34,6.0,配力筋,Tulangan pembagi
インドネシア語_pdfplumber_抽出_最終版.csv,34,7.0,上筋,Tulangan atas
インドネシア語_pdfplumber_抽出_最終版.csv,34,8.0,スパイラル筋,Tulangan spiral
インドネシア語_pdfplumber_抽出_最終版.csv,34,9.0,鉄筋径,Diameter tulangan baja
インドネシア語_pdfplumber_抽出_最終版.csv,34,10.0,かぶり厚さ,Ketebalan pelapisan
インドネシア語_pdfplumber_抽出_最終版.csv,35,11.0,角度,Sudut
インドネシア語_pdfplumber_抽出_最終版.csv,35,12.0,シングル,Tunggal
インドネシア語_pdfplumber_抽出_最終版.csv,35,13.0,ダブル,Ganda
インドネシア語_pdfplumber_抽出_最終版.csv,35,14.0,千鳥結束,Pengikatan selang- seling
インドネシア語_pdfplumber_抽出_最終版.csv,35,15.0,切断寸法,Ukuran potongan
インドネシア語_pdfplumber_抽出_最終版.csv,35,16.0,加工寸法,Ukuran pembuatan
インドネシア語_pdfplumber_抽出_最終版.csv,35,17.0,重ね継手,Sambungan tumpang
インドネシア語_pdfplumber_抽出_最終版.csv,35,18.0,圧接継手,Sambungan las tekan
インドネシア語_pdfplumber_抽出_最終版.csv,35,19.0,開口部,Lubang
インドネシア語_pdfplumber_抽出_最終版.csv,35,20.0,溶接金網,Jaring kawat las
インドネシア語_pdfplumber_抽出_最終版.csv,36,21.0,搬出,Mengeluarkan
インドネシア語_pdfplumber_抽出_最終版.csv,36,22.0,搬入,Mengangkat ke dalam
インドネシア語_pdfplumber_抽出_最終版.csv,36,23.0,基礎,Pondasi
インドネシア語_pdfplumber_抽出_最終版.csv,36,24.0,機械式継手,Penyambungan
インドネシア語_pdfplumber_抽出_最終版.csv,36,25.0,配筋検査,Pemeriksaan susunan tulangan
インドネシア語_pdfplumber_抽出_最終版.csv,37,1.0,トラクタ,Traktor
インドネシア語_pdfplumber_抽出_最終版.csv,37,2.0,ブルドーザ,Bulldozer
インドネシア語_pdfplumber_抽出_最終版.csv,37,3.0,トラクタショベル,Traktor shovel
インドネシア語_pdfplumber_抽出_最終版.csv,37,4.0,ホイルローダ,Wheel Loader
インドネシア語_pdfplumber_抽出_最終版.csv,37,5.0,ダンプトラック,Truk jungkit
インドネシア語_pdfplumber_抽出_最終版.csv,37,6.0,油圧ショベル,Eskavator hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,37,7.0,バックホウ,Serok belakang
インドネシア語_pdfplumber_抽出_最終版.csv,37,8.0,ローディングショベル,Loading eksakavator
インドネシア語_pdfplumber_抽出_最終版.csv,38,9.0,ローラ,mesin giling
インドネシア語_pdfplumber_抽出_最終版.csv,38,10.0,バケット,bucket/serok
インドネシア語_pdfplumber_抽出_最終版.csv,38,11.0,ブーム,boom/penopang
インドネシア語_pdfplumber_抽出_最終版.csv,38,12.0,アーム,lengan
インドネシア語_pdfplumber_抽出_最終版.csv,38,13.0,ブレード（排土板）,blade/sudu
インドネシア語_pdfplumber_抽出_最終版.csv,38,14.0,タイヤ,mesin
インドネシア語_pdfplumber_抽出_最終版.csv,38,15.0,クローラ,mesin diesel
インドネシア語_pdfplumber_抽出_最終版.csv,38,16.0,キー（鍵）,minyak enjin
インドネシア語_pdfplumber_抽出_最終版.csv,38,17.0,作業装置 （アタッチメント）,alternator(generator pengisi daya)
インドネシア語_pdfplumber_抽出_最終版.csv,39,18.0,エンジン,baterai
インドネシア語_pdfplumber_抽出_最終版.csv,39,19.0,ディーゼルエンジン,bahan bakar
インドネシア語_pdfplumber_抽出_最終版.csv,39,20.0,エンジンオイル,minyak diesel
インドネシア語_pdfplumber_抽出_最終版.csv,39,21.0,オルタネータ （充電発電機）,rem
インドネシア語_pdfplumber_抽出_最終版.csv,39,22.0,バッテリ,pompa oli hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,39,23.0,燃料,silinder hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,39,24.0,軽油,motor hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,39,25.0,ブレーキ,peralatan kerja
インドネシア語_pdfplumber_抽出_最終版.csv,40,1.0,油圧シリンダ,Silinder hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,40,2.0,油圧モータ,Motor hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,40,3.0,油圧ポンプ,Pompa oli hidrolik
インドネシア語_pdfplumber_抽出_最終版.csv,40,4.0,水漏れ,Kebocoran air
インドネシア語_pdfplumber_抽出_最終版.csv,40,5.0,油漏れ,Kebocoran minyak
インドネシア語_pdfplumber_抽出_最終版.csv,40,6.0,冷却水,Air pendingin
インドネシア語_pdfplumber_抽出_最終版.csv,40,7.0,ブレーキ液,Minyak rem
インドネシア語_pdfplumber_抽出_最終版.csv,40,8.0,燃料タンク,Tangki bahan bakar
インドネシア語_pdfplumber_抽出_最終版.csv,40,9.0,ファンベルト,Tali kipas
インドネシア語_pdfplumber_抽出_最終版.csv,40,10.0,空気圧,Tekanan udara
インドネシア語_pdfplumber_抽出_最終版.csv,40,11.0,クラッチ,Alat pembuka kopling
インドネシア語_pdfplumber_抽出_最終版.csv,40,12.0,急発進,Gas mendadak
インドネシア語_pdfplumber_抽出_最終版.csv,40,13.0,急ブレーキ,Rem mendadak
インドネシア語_pdfplumber_抽出_最終版.csv,41,14.0,アイドリング,Keadaan saat mesin bekerja tetapi kendaraan (mobil) tidak bergerak.
インドネシア語_pdfplumber_抽出_最終版.csv,41,15.0,走行,Berjalan/Melaju
インドネシア語_pdfplumber_抽出_最終版.csv,41,16.0,旋回,Putaran
インドネシア語_pdfplumber_抽出_最終版.csv,41,17.0,安全ロック,Alat pelindung bahaya
インドネシア語_pdfplumber_抽出_最終版.csv,41,18.0,安全支柱,Safety pillar (Tiang pengaman)
インドネシア語_pdfplumber_抽出_最終版.csv,41,19.0,補給（する）,Suplai (Mensuplai)
インドネシア語_pdfplumber_抽出_最終版.csv,41,20.0,駐車（する）,Parkir (Memarkirkan)
インドネシア語_pdfplumber_抽出_最終版.csv,41,21.0,歩行者,Pejalan kaki
インドネシア語_pdfplumber_抽出_最終版.csv,41,22.0,車両,Kendaraan
インドネシア語_pdfplumber_抽出_最終版.csv,41,23.0,死角,Titik buta (Posisi tidak terlihat)
インドネシア語_pdfplumber_抽出_最終版.csv,41,24.0,斜面,Lereng
インドネシア語_pdfplumber_抽出_最終版.csv,41,25.0,転圧（する）,Giling (Menggiling)
インドネシア語_pdfplumber_抽出_最終版.csv,42,1.0,接触（する）,Tabrak (Menabrak)
インドネシア語_pdfplumber_抽出_最終版.csv,42,2.0,作動（する）,Hidup (Menghidupkan)
インドネシア語_pdfplumber_抽出_最終版.csv,42,3.0,整備（する）,Perbaikan (Memperbaiki)
インドネシア語_pdfplumber_抽出_最終版.csv,42,4.0,点検（する）,Periksa (Memeriksa)
インドネシア語_pdfplumber_抽出_最終版.csv,42,5.0,動かす,Menggerakkan
インドネシア語_pdfplumber_抽出_最終版.csv,42,6.0,運転（する）,Kemudi (Mengemudi)
インドネシア語_pdfplumber_抽出_最終版.csv,42,7.0,測る,Mengukur
インドネシア語_pdfplumber_抽出_最終版.csv,42,8.0,操作（する）,Operasi (Mengoperasikan)
インドネシア語_pdfplumber_抽出_最終版.csv,42,9.0,停止（する）,Henti (Menghentikan)
インドネシア語_pdfplumber_抽出_最終版.csv,42,10.0,切る,Memotong
インドネシア語_pdfplumber_抽出_最終版.csv,42,11.0,回す,Memutar
インドネシア語_pdfplumber_抽出_最終版.csv,42,12.0,押す,Mendorong
インドネシア語_pdfplumber_抽出_最終版.csv,42,13.0,集める,Mengumpulkan
インドネシア語_pdfplumber_抽出_最終版.csv,42,14.0,触る,Menyentuh
インドネシア語_pdfplumber_抽出_最終版.csv,42,15.0,縛る,Mengikat
インドネシア語_pdfplumber_抽出_最終版.csv,42,16.0,揃える,Menyamaratakan
インドネシア語_pdfplumber_抽出_最終版.csv,42,17.0,結ぶ,Mengikat
インドネシア語_pdfplumber_抽出_最終版.csv,42,18.0,しゃがむ,Berjongkok
インドネシア語_pdfplumber_抽出_最終版.csv,42,19.0,調整（する）,Penyesuaian (Menyesuaikan)
インドネシア語_pdfplumber_抽出_最終版.csv,42,20.0,閉じる,Menutup
インドネシア語_pdfplumber_抽出_最終版.csv,43,1.0,取り出す,Mengeluarkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,2.0,戻す,Mengembalikan
インドネシア語_pdfplumber_抽出_最終版.csv,43,3.0,仕上げる,Menyelesaikan
インドネシア語_pdfplumber_抽出_最終版.csv,43,4.0,折れる,Patah
インドネシア語_pdfplumber_抽出_最終版.csv,43,5.0,欠ける,Sumbing (Patah)
インドネシア語_pdfplumber_抽出_最終版.csv,43,6.0,近づく,Mendekat
インドネシア語_pdfplumber_抽出_最終版.csv,43,7.0,電源を入れる,Menghidupkan listrik
インドネシア語_pdfplumber_抽出_最終版.csv,43,8.0,電源を落とす,Mematikan listrik
インドネシア語_pdfplumber_抽出_最終版.csv,43,9.0,スイッチを切る,Mematikan saklar
インドネシア語_pdfplumber_抽出_最終版.csv,43,10.0,固定（する）,Fiksasi (Menguatkan)
インドネシア語_pdfplumber_抽出_最終版.csv,43,11.0,ゆるめる,Mengendurkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,12.0,伸ばす,Memanjangkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,13.0,外す,Melepas
インドネシア語_pdfplumber_抽出_最終版.csv,43,14.0,曲げる,Membengkokkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,15.0,出す,Mengeluarkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,16.0,乾かす,Mengeringkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,17.0,数える,Menghitung
インドネシア語_pdfplumber_抽出_最終版.csv,43,18.0,運ぶ,Membawa
インドネシア語_pdfplumber_抽出_最終版.csv,43,19.0,積む,Menumpuk
インドネシア語_pdfplumber_抽出_最終版.csv,43,20.0,下ろす,Menurunkan
インドネシア語_pdfplumber_抽出_最終版.csv,43,21.0,離れる,Menjauhi
インドネシア語_pdfplumber_抽出_最終版.csv,44,1.0,位置,Posisi
インドネシア語_pdfplumber_抽出_最終版.csv,44,2.0,寸法,Ukuran
インドネシア語_pdfplumber_抽出_最終版.csv,44,3.0,測定（する）,Pengukuran (Mengukur)
インドネシア語_pdfplumber_抽出_最終版.csv,44,4.0,計測（する）,Takar (Menakar)
インドネシア語_pdfplumber_抽出_最終版.csv,44,5.0,計測器,Alat ukur
インドネシア語_pdfplumber_抽出_最終版.csv,44,6.0,温度,Suhu
インドネシア語_pdfplumber_抽出_最終版.csv,44,7.0,高さ,Ketinggian
インドネシア語_pdfplumber_抽出_最終版.csv,44,8.0,長さ,Panjang
インドネシア語_pdfplumber_抽出_最終版.csv,44,9.0,重さ,Berat
インドネシア語_pdfplumber_抽出_最終版.csv,44,10.0,厚さ,Ketebalan
インドネシア語_pdfplumber_抽出_最終版.csv,44,11.0,硬さ,Kekerasan
インドネシア語_pdfplumber_抽出_最終版.csv,44,12.0,深さ,Kedalaman
インドネシア語_pdfplumber_抽出_最終版.csv,44,13.0,表面,Permukaan
インドネシア語_pdfplumber_抽出_最終版.csv,44,14.0,すきま,Celah
インドネシア語_pdfplumber_抽出_最終版.csv,44,15.0,中心,Pusat/Tengah
インドネシア語_pdfplumber_抽出_最終版.csv,45,16.0,値,Nilai
インドネシア語_pdfplumber_抽出_最終版.csv,45,17.0,安定（する）,Stabil (Menstabilkan)
インドネシア語_pdfplumber_抽出_最終版.csv,45,18.0,大きさ,Besarnya
インドネシア語_pdfplumber_抽出_最終版.csv,45,19.0,数,Banyak/Jumlah
インドネシア語_pdfplumber_抽出_最終版.csv,45,20.0,誤差,Selisih
インドネシア語_pdfplumber_抽出_最終版.csv,45,21.0,中,Dalam
インドネシア語_pdfplumber_抽出_最終版.csv,45,22.0,反対,Terbalik/Berlawanan
インドネシア語_pdfplumber_抽出_最終版.csv,45,23.0,周り,Sekitar
インドネシア語_pdfplumber_抽出_最終版.csv,45,24.0,尺,"30,3 sentimeter"
インドネシア語_pdfplumber_抽出_最終版.csv,45,25.0,青,Biru
インドネシア語_pdfplumber_抽出_最終版.csv,45,26.0,赤,Merah
インドネシア語_pdfplumber_抽出_最終版.csv,45,27.0,白,Putih
インドネシア語_pdfplumber_抽出_最終版.csv,45,28.0,黄色,Warna kuning
インドネシア語_pdfplumber_抽出_最終版.csv,46,3.0,掃く,Menyapu
インドネシア語_pdfplumber_抽出_最終版.csv,46,4.0,持ち上げる,Mengangkat.
インドネシア語_pdfplumber_抽出_最終版.csv,46,5.0,束ねる,Bundel
インドネシア語_pdfplumber_抽出_最終版.csv,46,6.0,足をくじく,Keseleo
インドネシア語_pdfplumber_抽出_最終版.csv,47,1.0,一輪車,Kendaraan satu roda
インドネシア語_pdfplumber_抽出_最終版.csv,47,2.0,支柱,tiang pancang/penyanggah
インドネシア語_pdfplumber_抽出_最終版.csv,47,3.0,ショベル,"Alat keruk, ekskavator"
